Year,week,Weekend,Top 10 Gross,%± LY,Overall Gross,%± LY.1,Releases,#1 Release
2001,48,Nov 30-Dec 2,"$79,717,385",-0.4%,"$89,743,437",+1.3%,63,Harry Potter and the Sorcerer's Stone
2000,48,Dec 1-3,"$80,009,485",-44%,"$88,566,388",-44.5%,60,How the Grinch Stole Christmas
2000,48,Dec 1-3Post-Thanksgiving,"$80,009,485",-,"$88,566,388",-,60,How the Grinch Stole Christmas
1999,48,Nov 26-28,"$142,914,598",+26.6%,"$159,709,240",+27.2%,61,Toy Story 2
1999,48,Nov 25-28Thanksgiving 4-Day,"$107,717,980",+158.5%,"$107,717,980",+158.5%,8,Toy Story 2
1999,48,Nov 24-28Thanksgiving 5-Day,"$122,937,210",+161.9%,"$122,937,210",+161.9%,8,Toy Story 2
1999,48,Nov 26-28Thanksgiving 3-Day,"$142,914,598",+26.6%,"$159,709,240",+27.2%,61,Toy Story 2
1998,48,Nov 27-29Thanksgiving 3-Day,"$112,913,578",+18.8%,"$125,578,859",+20.8%,19,A Bug's Life
1998,48,Nov 26-29Thanksgiving 4-Day,"$41,673,088",+450.2%,"$41,673,088",+450.2%,2,A Bug's Life
1998,48,Nov 25-29Thanksgiving 5-Day,"$46,935,463",+455.8%,"$46,935,463",+455.8%,2,A Bug's Life
1998,48,Nov 27-29,"$112,913,578",+18.8%,"$125,578,859",+20.8%,19,A Bug's Life
1997,48,Nov 28-30Thanksgiving 3-Day,"$95,033,324",-11.1%,"$103,938,065",-3.9%,19,Flubber
1997,48,Nov 27-30Thanksgiving 4-Day,"$7,574,342","+2,007.6%","$7,574,342","+2,007.6%",4,Starship Troopers
1997,48,Nov 26-30Thanksgiving 5-Day,"$8,445,232","+1,955.5%","$8,445,232","+1,955.5%",4,Starship Troopers
1997,48,Nov 28-30,"$95,033,324",-11.1%,"$103,938,065",-3.9%,19,Flubber
1996,48,Nov 29-Dec 1Thanksgiving 3-Day,"$106,879,034",-,"$108,128,486",-,18,101 Dalmatians
1996,48,Nov 28-Dec 1Thanksgiving 4-Day,"$359,384",-,"$359,384",-,1,Independence Day
1996,48,Nov 27-Dec 1Thanksgiving 5-Day,"$410,864",-,"$410,864",-,1,Independence Day
1996,48,Nov 29-Dec 1,"$106,879,034",+80.3%,"$108,128,486",+76.3%,18,101 Dalmatians
1995,48,Dec 1-3Post-Thanksgiving,"$59,293,975",+32.6%,"$61,341,785",+26.9%,14,Toy Story
1995,48,Dec 1-3,"$59,293,975",+32.6%,"$61,341,785",+26.9%,14,Toy Story
1994,48,Dec 2-4Post-Thanksgiving,"$44,705,283",-,"$48,322,082",-,14,The Santa Clause
1994,48,Dec 2-4,"$44,705,283",-34.2%,"$48,322,082",-37.2%,14,The Santa Clause
1993,48,Nov 26-28Thanksgiving 3-Day,"$67,984,479",-28.5%,"$76,914,103",-20.8%,19,Mrs. Doubtfire
1993,48,Nov 25-28Thanksgiving 4-Day,"$2,209,920","+2,787.8%","$2,209,920","+2,787.8%",1,Jurassic Park
1993,48,Nov 24-28Thanksgiving 5-Day,"$2,502,520","+2,676.9%","$2,502,520","+2,676.9%",1,Jurassic Park
1993,48,Nov 26-28,"$67,984,479",-28.5%,"$76,914,103",-20.8%,19,Mrs. Doubtfire
1992,48,Nov 27-29Thanksgiving 3-Day,"$95,071,935",+40.7%,"$97,079,671",+39.4%,15,Home Alone 2: Lost in New York
1992,48,Nov 26-29Thanksgiving 4-Day,"$76,527",-,"$76,527",-,1,Unforgiven
1992,48,Nov 25-29Thanksgiving 5-Day,"$90,120",-,"$90,120",-,1,Unforgiven
1992,48,Nov 27-29,"$95,071,935",+40.7%,"$97,079,671",+39.4%,15,Home Alone 2: Lost in New York
1991,48,Nov 29-Dec 1Thanksgiving 3-Day,"$67,570,801",-,"$69,649,364",-,16,The Addams Family
1991,48,Nov 29-Dec 1,"$67,570,801",+27.5%,"$69,649,364",+27.9%,16,The Addams Family
1990,48,Nov 30-Dec 2Post-Thanksgiving,"$53,003,273",+9.7%,"$54,459,183",+9.5%,14,Home Alone
1990,48,Nov 30-Dec 2,"$53,003,273",+9.7%,"$54,459,183",+9.5%,14,Home Alone
1989,48,Dec 1-3Post-Thanksgiving,"$48,323,085",-,"$49,740,789",-,14,Back to the Future Part II
1989,48,Dec 1-3,"$48,323,085",-2.2%,"$49,740,789",-11.2%,14,Back to the Future Part II
1988,48,Nov 25-27,"$49,421,492",+3%,"$56,018,780",+8.5%,21,Scrooged
1988,48,Nov 25-27Thanksgiving 3-Day,"$49,421,492",+3%,"$56,018,780",+8.5%,21,Scrooged
1987,48,Nov 27-29Thanksgiving 3-Day,"$47,960,626",-5.3%,"$51,631,277",-9%,15,3 Men and a Baby
1987,48,Nov 26-29Thanksgiving 4-Day,"$6,905,966",-,"$6,905,966",-,1,The Running Man
1987,48,Nov 25-29Thanksgiving 5-Day,"$7,970,699",-,"$7,970,699",-,1,The Running Man
1987,48,Nov 27-29,"$47,960,626",-5.3%,"$51,631,277",-9%,15,3 Men and a Baby
1986,48,Nov 28-30Thanksgiving 3-Day,"$50,650,760",+20.9%,"$56,709,259",+26.5%,21,Star Trek IV: The Voyage Home
1986,48,Nov 28-30,"$50,650,760",+20.9%,"$56,709,259",+26.5%,21,Star Trek IV: The Voyage Home
1985,48,Nov 29-Dec 1Thanksgiving 3-Day,"$41,900,136",-,"$44,845,909",-,14,Rocky IV
1985,48,Nov 28-Dec 1Thanksgiving 4-Day,"$2,527,914",-,"$2,527,914",-,1,Back to the Future
1985,48,Nov 27-Dec 1Thanksgiving 5-Day,"$2,808,714",-,"$2,808,714",-,1,Back to the Future
1985,48,Nov 29-Dec 1,"$41,900,136",+117%,"$44,845,909",+103.6%,14,Rocky IV
1984,48,Nov 30-Dec 2Post-Thanksgiving,"$19,313,112",+37.3%,"$22,031,097",+41%,15,Missing in Action
1984,48,Nov 30-Dec 2,"$19,313,112",+37.3%,"$22,031,097",+41%,15,Missing in Action
1983,48,Dec 2-4Post-Thanksgiving,"$14,071,151",-,"$15,622,894",-,13,Terms of Endearment
1983,48,Dec 2-4,"$14,071,151",-43%,"$15,622,894",-39.5%,13,Terms of Endearment
1982,48,Nov 26-28Thanksgiving 3-Day,"$24,667,497",-,"$25,836,860",-,12,E.T. the Extra-Terrestrial
1982,48,Nov 25-28Thanksgiving 4-Day,"$4,766,421",-,"$4,766,421",-,1,E.T. the Extra-Terrestrial
1982,48,Nov 24-28Thanksgiving 5-Day,"$5,161,408",-,"$5,161,408",-,1,E.T. the Extra-Terrestrial
1982,48,Nov 26-28,"$24,667,497",-,"$25,836,860",-,12,E.T. the Extra-Terrestrial
1980,48,Nov 28-30Thanksgiving 3-Day,"$129,307",-,"$129,307",-,1,Raging Bull
1980,48,Nov 28-30,"$129,307",-,"$129,307",-,1,Raging Bull
1977,48,Dec 2-4,"$1,595,568",-,"$1,595,568",-,1,Star Wars: Episode IV - A New Hope
1977,48,Dec 2-4Post-Thanksgiving,"$1,595,568",-,"$1,595,568",-,1,Star Wars: Episode IV - A New Hope
2018,49,Dec 7-9,"$73,877,715",+4.6%,"$85,822,147",+1.1%,100,Ralph Breaks the Internet
2017,49,Dec 8-10,"$70,644,026",-15.6%,"$84,873,861",-11.4%,108,Coco
2016,49,Dec 2-4Post-Thanksgiving,"$83,749,622",-3.5%,"$95,805,897",-2.1%,131,Moana
2016,49,Dec 2-4,"$83,749,622",-3.5%,"$95,805,897",-2.1%,131,Moana
2015,49,Dec 4-6,"$86,761,557",+27.4%,"$97,833,704",+25.1%,95,The Hunger Games: Mockingjay - Part 2
2015,49,Dec 4-6Post-Thanksgiving,"$86,761,557",+27.4%,"$97,833,704",+25.1%,95,The Hunger Games: Mockingjay - Part 2
2014,49,Dec 5-7Post-Thanksgiving,"$68,103,918",-18.9%,"$78,180,686",-17.3%,96,The Hunger Games: Mockingjay - Part 1
2014,49,Dec 5-7,"$68,103,918",-18.9%,"$78,180,686",-17.3%,96,The Hunger Games: Mockingjay - Part 1
2013,49,Dec 6-8Post-Thanksgiving,"$83,941,456",-,"$94,535,353",-,96,Frozen
2013,49,Dec 6-8,"$83,941,456",+22.8%,"$94,535,353",+16.8%,96,Frozen
2012,49,Dec 7-9,"$68,367,628",+7.1%,"$80,905,506",+7.4%,119,Skyfall
2011,49,Dec 9-11,"$63,846,449",-14.9%,"$75,350,071",-12.7%,113,New Year's Eve
2010,49,Dec 3-5Post-Thanksgiving,"$75,004,741",-13%,"$86,325,286",-13.4%,119,Tangled
2010,49,Dec 3-5,"$75,004,741",-13%,"$86,325,286",-13.4%,119,Tangled
2009,49,Dec 4-6Post-Thanksgiving,"$86,237,399",+17.4%,"$99,663,975",+20.9%,113,The Blind Side
2009,49,Dec 4-6,"$86,237,399",+17.4%,"$99,663,975",+20.9%,113,The Blind Side
2008,49,Dec 5-7,"$73,440,488",+7.8%,"$82,434,771",-0.9%,115,Four Christmases
2008,49,Dec 5-7Post-Thanksgiving,"$73,440,488",-,"$82,434,771",-,115,Four Christmases
2007,49,Dec 7-9,"$68,128,819",-17.6%,"$83,158,657",-14%,124,The Golden Compass
2006,49,Dec 8-10,"$82,696,524",-27.2%,"$96,707,986",-21.8%,128,Apocalypto
2005,49,Dec 9-11,"$113,612,356",+50.2%,"$123,599,934",+41.8%,129,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
2004,49,Dec 3-5Post-Thanksgiving,"$75,632,953",-11.5%,"$87,168,985",-11%,112,National Treasure
2004,49,Dec 3-5,"$75,632,953",-11.5%,"$87,168,985",-11%,112,National Treasure
2003,49,Dec 5-7Post-Thanksgiving,"$85,431,721",+33.8%,"$97,965,555",+19.7%,127,The Last Samurai
2003,49,Dec 5-7,"$85,431,721",+33.8%,"$97,965,555",+19.7%,127,The Last Samurai
2002,49,Dec 6-8Post-Thanksgiving,"$63,842,353",-,"$81,830,292",-,126,Die Another Day
2002,49,Dec 6-8,"$63,842,353",-21.2%,"$81,830,292",-6.3%,126,Die Another Day
2001,49,Dec 7-9,"$81,015,513",+4.4%,"$87,375,326",-,61,Ocean's Eleven
2000,49,Dec 8-10,"$77,568,179",+13.1%,"$87,458,310",+8.9%,61,How the Grinch Stole Christmas
1999,49,Dec 3-5Post-Thanksgiving,"$68,596,332",+12%,"$80,277,174",+20.9%,66,Toy Story 2
1999,49,Dec 3-5,"$68,596,332",+12%,"$80,277,174",+20.9%,66,Toy Story 2
1998,49,Dec 4-6,"$61,223,999",+45.1%,"$66,387,194",+49.1%,19,A Bug's Life
1998,49,Dec 4-6Post-Thanksgiving,"$61,223,999",+45.1%,"$66,387,194",+49.1%,19,A Bug's Life
1997,49,Dec 5-7Post-Thanksgiving,"$42,185,260",-21.8%,"$44,531,634",-19.1%,15,Flubber
1997,49,Dec 5-7,"$42,185,260",-21.8%,"$44,531,634",-19.1%,15,Flubber
1996,49,Dec 6-8Post-Thanksgiving,"$53,917,380",-,"$55,039,211",-,18,101 Dalmatians
1996,49,Dec 6-8,"$53,917,380",+14.6%,"$55,039,211",+12.2%,18,101 Dalmatians
1995,49,Dec 8-10,"$47,055,393",+16.7%,"$49,063,867",+10.3%,15,Toy Story
1994,49,Dec 9-11,"$40,319,763",+2.5%,"$44,487,715",+2.6%,16,Disclosure
1993,49,Dec 3-5Post-Thanksgiving,"$39,342,940",-32%,"$43,373,593",-26.6%,15,Mrs. Doubtfire
1993,49,Dec 3-5,"$39,342,940",-32%,"$43,373,593",-26.6%,15,Mrs. Doubtfire
1992,49,Dec 4-6Post-Thanksgiving,"$57,878,203",+14.4%,"$59,055,311",+14.1%,16,Home Alone 2: Lost in New York
1992,49,Dec 4-6,"$57,878,203",+14.4%,"$59,055,311",+14.1%,16,Home Alone 2: Lost in New York
1991,49,Dec 6-8Post-Thanksgiving,"$50,587,856",-,"$51,745,962",-,18,Star Trek VI: The Undiscovered Country
1991,49,Dec 6-8,"$50,587,856",+14.3%,"$51,745,962",+14.2%,18,Star Trek VI: The Undiscovered Country
1990,49,Dec 7-9,"$44,268,120",+1.3%,"$45,330,091",+0.3%,14,Home Alone
1989,49,Dec 8-10,"$43,716,383",+15%,"$45,193,279",+14.8%,16,The War of the Roses
1988,49,Dec 2-4Post-Thanksgiving,"$38,014,829",+31%,"$39,372,983",+24%,13,The Naked Gun: From the Files of Police Squad!
1988,49,Dec 2-4,"$38,014,829",+31%,"$39,372,983",+24%,13,The Naked Gun: From the Files of Police Squad!
1987,49,Dec 4-6Post-Thanksgiving,"$29,028,889",-12%,"$31,761,754",-9.3%,15,3 Men and a Baby
1987,49,Dec 4-6,"$29,028,889",-12%,"$31,761,754",-9.3%,15,3 Men and a Baby
1986,49,Dec 5-7Post-Thanksgiving,"$32,982,745",-7.2%,"$35,002,797",-4.8%,17,Star Trek IV: The Voyage Home
1986,49,Dec 5-7,"$32,982,745",-7.2%,"$35,002,797",-4.8%,17,Star Trek IV: The Voyage Home
1985,49,Dec 6-8Post-Thanksgiving,"$35,555,195",-,"$36,763,906",-,15,Rocky IV
1985,49,Dec 6-8,"$35,555,195",-0.2%,"$36,763,906",-2%,15,Rocky IV
1984,49,Dec 7-9,"$35,617,642",+20.3%,"$37,505,659",+22.9%,16,Beverly Hills Cop
1983,49,Dec 9-11,"$29,604,626",+120.9%,"$30,528,060",+115.8%,13,Sudden Impact
1982,49,Dec 3-5Post-Thanksgiving,"$13,402,188",+455.1%,"$14,149,299",+486.1%,12,E.T. the Extra-Terrestrial
1982,49,Dec 3-5,"$13,402,188",+455.1%,"$14,149,299",+486.1%,12,E.T. the Extra-Terrestrial
1981,49,Dec 4-6Post-Thanksgiving,"$2,414,242",-41.2%,"$2,414,242",-41.2%,2,Reds
1981,49,Dec 4-6,"$2,414,242",-41.2%,"$2,414,242",-41.2%,2,Reds
1980,49,Dec 5-7Post-Thanksgiving,"$4,103,412",-,"$4,103,412",-,3,Flash Gordon
1980,49,Dec 5-7,"$4,103,412",-65.6%,"$4,103,412",-65.6%,3,Flash Gordon
1979,49,Dec 7-9,"$11,926,421",-,"$11,926,421",-,1,Star Trek: The Motion Picture
1977,49,Dec 9-11,"$1,152,953",-,"$1,152,953",-,1,Star Wars: Episode IV - A New Hope
2018,50,Dec 14-16,"$101,640,559",-62%,"$120,463,418",-56.7%,100,Spider-Man: Into the Spider-Verse
2017,50,Dec 15-17,"$267,186,366",+273.3%,"$278,067,957",+232.2%,86,Star Wars: Episode VIII - The Last Jedi
2016,50,Dec 9-11,"$71,566,771",+7.3%,"$83,717,240",+8.1%,114,Moana
2015,50,Dec 11-13,"$66,695,452",-9.6%,"$77,446,378",-7.8%,92,The Hunger Games: Mockingjay - Part 2
2014,50,Dec 12-14,"$73,808,138",-46.7%,"$84,013,268",-43.1%,100,Exodus: Gods and Kings
2013,50,Dec 13-15,"$138,369,003",+9.1%,"$147,702,714",+8%,94,The Hobbit: The Desolation of Smaug
2012,50,Dec 14-16,"$126,779,394",+19.6%,"$136,705,051",+15.6%,109,The Hobbit: An Unexpected Journey
2011,50,Dec 16-18,"$105,970,233",+29.9%,"$118,308,106",+28.8%,106,Sherlock Holmes: A Game of Shadows
2010,50,Dec 10-12,"$81,560,957",-1.3%,"$91,871,496",-5.3%,119,The Chronicles of Narnia: The Voyage of the Dawn Treader
2009,50,Dec 11-13,"$82,656,512",+5.3%,"$97,058,602",+5.8%,104,The Princess and the Frog
2008,50,Dec 12-14,"$78,517,597",-47.5%,"$91,696,655",-43.1%,105,The Day the Earth Stood Still
2007,50,Dec 14-16,"$149,415,413",+40.9%,"$161,252,186",+33.4%,105,I Am Legend
2006,50,Dec 15-17,"$106,010,696",-11.1%,"$120,864,633",-6.1%,112,The Pursuit of Happyness
2005,50,Dec 16-18,"$119,305,835",+21%,"$128,755,865",+20.4%,115,King Kong
2004,50,Dec 10-12,"$98,593,405",+29.4%,"$106,966,751",+18.7%,125,Ocean's Twelve
2003,50,Dec 12-14,"$76,169,972",-12.4%,"$90,099,699",-12.9%,127,Something's Gotta Give
2002,50,Dec 13-15,"$86,924,905",+0.2%,"$103,432,236",+11.4%,127,Maid in Manhattan
2001,50,Dec 14-16,"$86,788,851",-9.8%,"$92,818,428",-12.1%,63,Vanilla Sky
2000,50,Dec 15-17,"$96,241,758",+39.2%,"$105,602,850",+36.6%,59,What Women Want
1999,50,Dec 10-12,"$69,153,933",+7.4%,"$77,310,235",+13.5%,65,Toy Story 2
1998,50,Dec 11-13,"$64,385,402",-6.8%,"$68,129,603",-5.9%,18,Star Trek: Insurrection
1997,50,Dec 12-14,"$69,091,403",+11.8%,"$72,400,067",+13.7%,18,Scream 2
1996,50,Dec 13-15,"$61,780,101",+13.7%,"$63,666,510",+14.5%,17,Jerry Maguire
1995,50,Dec 15-17,"$54,343,896",+11.2%,"$55,616,770",+8.5%,15,Jumanji
1994,50,Dec 16-18,"$48,870,753",+7%,"$51,279,608",+8.5%,14,Dumb and Dumber
1993,50,Dec 10-12,"$45,674,361",-15.9%,"$47,256,845",-15%,16,Wayne's World 2
1992,50,Dec 11-13,"$54,288,926",+12.3%,"$55,581,775",+13%,16,A Few Good Men
1991,50,Dec 13-15,"$48,337,410",+1.5%,"$49,181,915",-2.5%,14,Hook
1990,50,Dec 14-16,"$47,620,466",+44.2%,"$50,459,864",+30.9%,14,Home Alone
1989,50,Dec 15-17,"$33,020,414",-9.6%,"$38,559,024",+2.9%,18,National Lampoon's Christmas Vacation
1988,50,Dec 9-11,"$36,510,923",+16.4%,"$37,487,899",+13.3%,13,Twins
1987,50,Dec 11-13,"$31,357,856",-13.1%,"$33,099,000",-10.8%,14,Throw Momma from the Train
1986,50,Dec 12-14,"$36,091,320",+15.2%,"$37,110,936",+14%,13,The Golden Child
1985,50,Dec 13-15,"$31,339,482",-11.6%,"$32,551,051",-11.2%,15,Rocky IV
1984,50,Dec 14-16,"$35,465,869",+18.9%,"$36,656,167",+6%,16,Beverly Hills Cop
1983,50,Dec 16-18,"$29,838,763",+34.5%,"$34,589,790",+50.7%,15,Sudden Impact
1982,50,Dec 10-12,"$22,180,755",+812.4%,"$22,954,505",+844.2%,14,The Toy
1981,50,Dec 11-13,"$2,431,152",-83.9%,"$2,431,152",-83.9%,3,Rollover
1980,50,Dec 12-14,"$15,074,258",-4.9%,"$15,074,258",-4.9%,3,Stir Crazy
1979,50,Dec 14-16,"$15,852,407",+112.3%,"$15,852,407",+112.3%,3,Star Trek: The Motion Picture
1978,50,Dec 15-17,"$7,465,343",-26.1%,"$7,465,343",-26.1%,1,Superman
1977,50,Dec 16-18,"$10,102,221",-,"$10,102,221",-,3,Close Encounters of the Third Kind
1972,50,Dec 15-17,"$264,850",-,"$264,850",-,1,The Poseidon Adventure
2018,51,Dec 21-25Christmas long wknd,"$260,363,074",+10.1%,"$291,020,519",+12.1%,60,Aquaman
2018,51,Dec 21-23,"$163,297,800",-0.6%,"$178,360,577",+0.1%,76,Aquaman
2017,51,Dec 22-25Christmas long wknd,"$236,559,567",-,"$259,567,981",-,62,Star Wars: Episode VIII - The Last Jedi
2017,51,Dec 22-24,"$164,303,262",-19.3%,"$178,168,406",-15.8%,72,Star Wars: Episode VIII - The Last Jedi
2016,51,Dec 16-18,"$203,485,726",-32.8%,"$211,583,035",-32.5%,99,Rogue One: A Star Wars Story
2015,51,Dec 18-20,"$302,697,164",+148%,"$313,284,961",+131.9%,86,Star Wars: Episode VII - The Force Awakens
2014,51,Dec 19-21,"$122,059,385",-9.5%,"$135,107,375",-5.9%,78,The Hobbit: The Battle of the Five Armies
2013,51,Dec 20-22,"$134,837,792",+39.7%,"$143,571,365",+29.5%,80,The Hobbit: The Desolation of Smaug
2012,51,Dec 21-25Christmas long wknd,"$169,697,974",-1.4%,"$204,882,187",+3.4%,53,The Hobbit: An Unexpected Journey
2012,51,Dec 21-23,"$96,513,334",-12.4%,"$110,869,479",-13.4%,95,The Hobbit: An Unexpected Journey
2011,51,Dec 23-25,"$110,230,829",-11.8%,"$128,078,515",-4.9%,82,Mission: Impossible - Ghost Protocol
2011,51,Dec 23-26Christmas long wknd,"$172,035,139",-,"$198,065,301",-,75,Mission: Impossible - Ghost Protocol
2010,51,Dec 17-19,"$124,993,526",-1.1%,"$134,672,257",-2.4%,112,TRON: Legacy
2009,51,Dec 18-20,"$126,343,342",+63.2%,"$137,963,395",+55.9%,96,Avatar
2008,51,Dec 19-21,"$77,424,767",-47.6%,"$88,506,299",-44.6%,92,Yes Man
2007,51,Dec 21-25Christmas long wknd,"$220,037,531",+50.9%,"$249,297,664",+39%,67,National Treasure: Book of Secrets
2007,51,Dec 21-23,"$147,707,092",+43.9%,"$159,705,268",+33.9%,78,National Treasure: Book of Secrets
2006,51,Dec 22-25Christmas long wknd,"$145,773,272",-2.6%,"$179,396,906",+1.7%,92,Night at the Museum
2006,51,Dec 22-24,"$102,661,049",+8.4%,"$119,287,485",+7.2%,83,Night at the Museum
2005,51,Dec 23-25,"$94,745,376",-0.2%,"$111,233,550",+3.7%,83,King Kong
2005,51,Dec 23-26Christmas long wknd,"$149,695,276",-,"$176,460,617",-,89,King Kong
2004,51,Dec 17-19,"$94,894,514",-26%,"$107,253,447",-23.7%,113,Lemony Snicket's A Series of Unfortunate Events
2003,51,Dec 19-21,"$128,315,844",+1.3%,"$140,518,515",-3.1%,121,The Lord of the Rings: The Return of the King
2002,51,Dec 20-22,"$126,680,212",+6%,"$144,943,896",+11.8%,110,The Lord of the Rings: The Two Towers
2001,51,Dec 21-25Christmas long wknd,"$173,502,067",+25.4%,"$196,469,348",+26.9%,33,The Lord of the Rings: The Fellowship of the Ring
2001,51,Dec 21-23,"$119,543,145",+29.2%,"$129,645,877",+39.9%,61,The Lord of the Rings: The Fellowship of the Ring
2000,51,Dec 22-25Christmas long wknd,"$138,380,803",-,"$154,863,416",-,61,Cast Away
2000,51,Dec 22-24,"$92,504,427",+27%,"$92,663,044",+14.5%,16,Cast Away
1999,51,Dec 17-19,"$72,834,147",+4%,"$80,922,588",+10%,61,Stuart Little
1998,51,Dec 18-20,"$70,002,410",-23.3%,"$73,575,278",-22%,19,You've Got Mail
1997,51,Dec 19-21,"$91,234,918",+28.4%,"$94,270,479",+19.3%,20,Titanic
1996,51,Dec 20-22,"$71,079,468",+621%,"$79,003,280",+701.4%,20,Beavis and Butt-Head Do America
1995,51,Dec 22-24,"$9,858,698",+6.3%,"$9,858,698",+6.3%,1,Toy Story
1995,51,Dec 22-25Christmas long wknd,"$75,746,340",+9.4%,"$91,218,984",+7.3%,23,Waiting to Exhale
1994,51,Dec 23-25,"$9,270,742",-81.7%,"$9,270,742",-82.8%,2,Street Fighter
1994,51,Dec 23-26Christmas long wknd,"$69,243,119",-,"$85,028,950",-,25,Dumb and Dumber
1993,51,Dec 17-19,"$50,725,691",-4.9%,"$53,916,552",-3.2%,18,The Pelican Brief
1992,51,Dec 18-20,"$53,340,937",+5.2%,"$55,699,808",+6.6%,14,A Few Good Men
1991,51,Dec 20-22,"$50,724,322",+540.6%,"$52,228,380",+559.6%,15,Hook
1990,51,Dec 21-25Christmas long wknd,"$66,801,669",+77.7%,"$79,529,186",+74%,24,Home Alone
1990,51,Dec 21-23,"$7,918,560",+139%,"$7,918,560",+139%,1,Kindergarten Cop
1989,51,Dec 22-25Christmas long wknd,"$37,598,688",-,"$45,702,925",-,24,National Lampoon's Christmas Vacation
1989,51,Dec 22-24,"$3,312,750",-91.2%,"$3,312,750",-91.7%,2,Back to the Future Part II
1988,51,Dec 16-18,"$37,673,491",+0.8%,"$39,694,539",-4.7%,16,Twins
1987,51,Dec 18-20,"$37,379,824",+3.7%,"$41,644,305",+5.5%,19,Eddie Murphy: Raw
1986,51,Dec 19-21,"$36,055,025",+5.3%,"$39,469,751",+3.6%,14,The Golden Child
1985,51,Dec 20-22,"$34,245,727","+11,700.9%","$38,107,722","+13,031.7%",16,Rocky IV
1984,51,Dec 21-23,"$290,196",-,"$290,196",-,1,Ghostbusters
1984,51,Dec 21-25Christmas long wknd,"$49,021,775",+65.2%,"$57,277,632",+55.3%,20,Beverly Hills Cop
1983,51,Dec 23-26Christmas long wknd,"$29,670,592",-,"$36,878,699",-,15,Sudden Impact
1982,51,Dec 17-19,"$32,533,797",+81.7%,"$35,136,814",+96.2%,14,Tootsie
1981,51,Dec 18-20,"$17,909,299",+32.8%,"$17,909,299",+32.8%,8,Neighbors
1980,51,Dec 19-21,"$13,483,950",-,"$13,483,950",-,4,Any Which Way You Can
1979,51,Dec 21-25Christmas long wknd,"$13,456,623",+714.1%,"$13,456,623",+714.1%,4,Star Trek: The Motion Picture
1978,51,Dec 22-25Christmas long wknd,"$1,652,926",-70.3%,"$1,652,926",-70.3%,2,Invasion of the Body Snatchers
1978,51,Dec 22-24,"$16,808,078",-,"$16,808,078",-,2,Every Which Way but Loose
1977,51,Dec 23-26Christmas long wknd,"$5,564,559",-,"$5,564,559",-,2,Close Encounters of the Third Kind
1976,51,Dec 17-19,"$7,023,921",-,"$7,023,921",-,1,King Kong
2019,52,"Dec 28-Jan 1, 2019New Year's long wknd","$254,547,234",+12.6%,"$288,846,349",+14%,53,Aquaman
2018,52,"Dec 29-Jan 1, 2018New Year's long wknd","$226,045,913",-,"$253,441,683",-,67,Star Wars: Episode VIII - The Last Jedi
2018,52,Dec 28-30,"$165,718,403",-4.4%,"$188,210,389",-3%,78,Aquaman
2017,52,Dec 29-31,"$173,344,651",+5%,"$194,096,602",+7%,74,Star Wars: Episode VIII - The Last Jedi
2016,52,Dec 23-25,"$165,020,197",-39.6%,"$181,350,322",-38.8%,82,Rogue One: A Star Wars Story
2016,52,Dec 23-26Christmas long wknd,"$250,611,546",-,"$274,763,402",-,67,Rogue One: A Star Wars Story
2015,52,Dec 25-27,"$273,024,546",+53%,"$296,447,415",+41.5%,72,Star Wars: Episode VII - The Force Awakens
2014,52,Dec 26-28,"$178,499,687",+6.4%,"$209,570,080",+6.3%,83,The Hobbit: The Battle of the Five Armies
2013,52,"Dec 28-Jan 1, 2013New Year's long wknd","$237,786,853",+37.2%,"$277,443,906",+38.6%,54,The Hobbit: An Unexpected Journey
2013,52,Dec 27-29,"$167,837,974",+8.1%,"$197,177,755",+8.6%,81,The Hobbit: The Desolation of Smaug
2012,52,Dec 28-30,"$155,214,547",+15.4%,"$181,537,855",+17.3%,90,The Hobbit: An Unexpected Journey
2012,52,"Dec 30-Jan 2, 2012New Year's long wknd","$173,320,352",-,"$200,114,665",-,76,Mission: Impossible - Ghost Protocol
2012,52,"Dec 30-Jan 1, 2012","$134,488,475",+8.3%,"$154,783,233",+10.6%,81,Mission: Impossible - Ghost Protocol
2010,52,Dec 24-26,"$124,133,496",-51.4%,"$139,938,201",-48.2%,97,Little Fockers
2009,52,Dec 25-27,"$255,212,095",+50.1%,"$270,119,719",+34%,83,Avatar
2008,52,"Dec 28-Jan 1, 2008New Year's long wknd","$232,891,078",+33%,"$275,032,134",+29.1%,74,National Treasure: Book of Secrets
2008,52,Dec 26-28,"$169,982,431",+7.6%,"$201,594,006",+8.4%,85,Marley & Me
2007,52,"Dec 29-Jan 1, 2007New Year's long wknd","$175,161,532",+9.6%,"$213,090,855",+9.9%,102,Night at the Museum
2007,52,Dec 28-30,"$157,924,807",+17.7%,"$185,938,245",+14.6%,91,National Treasure: Book of Secrets
2006,52,Dec 29-31,"$134,142,131",+8.8%,"$162,206,028",+8.4%,97,Night at the Museum
2006,52,"Dec 30-Jan 2, 2006New Year's long wknd","$159,848,290",-,"$193,881,677",-,95,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
2006,52,"Dec 30-Jan 1, 2006","$123,334,934",+9.5%,"$149,600,863",+10%,89,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
2004,52,Dec 24-26,"$112,673,267",-29.3%,"$136,055,907",-27.1%,103,Meet the Fockers
