Name,STARmeter,Episodes,Known for
R.C.R. Care Extra (uncredited)  Extra (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Alan Cassell Inferno Customer (uncredited)  Inferno Customer (uncredited)  See fewer,Members only,1,Breaker Morant (1980)
Bruno Castagnoli Egyptian Warrior (uncredited)  Egyptian Warrior (uncredited)  See fewer,Members only,1,Dr. Who and the Daleks (1965)
Agit Chauhan Egyptian Warrior (uncredited)  Egyptian Warrior (uncredited)  See fewer,Members only,1,The Regiment (1972)
Terence Connelly Jacob Kewper (uncredited)  Jacob Kewper (uncredited)  See fewer,Members only,1,Play for Today (1970)
John Cook Soldier (uncredited)  Soldier (uncredited)  See fewer,Members only,1,Woman and the Hunter (1957)
Ray Cooper Worker (uncredited)  Worker (uncredited)  See fewer,Members only,1,Doctor Who (1963)
John Crawford Egyptian Warrior (uncredited)  Egyptian Warrior (uncredited)  See fewer,Members only,1,Doctor Who (1963)
John Daye Egyptian Warrior (uncredited)  Egyptian Warrior (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Elizabeth Digby-Smith Parisian Woman (uncredited)  Parisian Woman (uncredited)  See fewer,Members only,1,Paul Temple (1969)
Joan Gennele Dixon Extra (uncredited)  Extra (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Ken Dougall Tavern Customer (uncredited)  Tavern Customer (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Tony Douglas Elder (uncredited)  Elder (uncredited)  See fewer,Members only,1,Life with Cooper (1966)
Susan Farr Parisian Woman (uncredited)  Parisian Woman (uncredited)  See fewer,Members only,1,Doctor Who (1963)
David Felton Militiaman (uncredited)  Militiaman (uncredited)  See fewer,Members only,1,Dixon of Dock Green (1955)
Elizabeth Forbes Parisian Woman (uncredited)  Parisian Woman (uncredited)  See fewer,Members only,1,Blastfighter (1984)
Leila Forde Parisian Woman (uncredited)  Parisian Woman (uncredited)  See fewer,Members only,1,The End of the Golden Weather (1991)
Gloria Forstner Inferno Customer (uncredited)  Inferno Customer (uncredited)  See fewer,Members only,1,The Last Invasion (1966)
Carole Foss Inferno Customer / Woman in Crowd (uncredited)  Inferno Customer / Woman in Crowd (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Hugh Fraser Militiaman (uncredited)  Militiaman (uncredited)  See fewer,Members only,1,Poirot (1989)
Connie Georges Woman in Bar (uncredited)  Woman in Bar (uncredited)  See fewer,Members only,1,The Best of Benny Hill (1974)
Charles Gilbert Parisian Man (uncredited)  Parisian Man (uncredited)  See fewer,Members only,1,The Caucasian Chalk Circle (1962)
Ursula Glanville Parisian Woman (uncredited)  Parisian Woman (uncredited)  See fewer,Members only,1,Space Nuns (1995)
John Guest Militiaman (uncredited)  Militiaman (uncredited)  See fewer,Members only,1,Z Cars (1962)
John Haines Cyberman (uncredited)  Cyberman (uncredited)  See fewer,Members only,1,The 7.30 Report (1986)
Diana Hallows Inferno Customer (uncredited)  Inferno Customer (uncredited)  See fewer,Members only,1,Adam Adamant Lives! (1966)
Scot Hamilton Extra (uncredited)  Extra (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Steve Hardy Inferno Customer (uncredited)  Inferno Customer (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Philip Harris Guardian (uncredited)  Guardian (uncredited)  See fewer,Members only,1,P.O.V. (1988)
Philip Harris Guardian (uncredited)  Guardian (uncredited)  See fewer,Members only,1,Disney Wonderland (1966)
Ali Hassan Egyptian Warrior (uncredited)  Egyptian Warrior (uncredited)  See fewer,Members only,1,Bat Out of Hell (1966)
Katie Heal Parisian Woman (uncredited)  Parisian Woman (uncredited)  See fewer,Members only,1,Scott On... (1964)
Nick Hilton Soldier (uncredited)  Soldier (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Reginald Hitchin Militiaman (uncredited)  Militiaman (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Peter Holmes Cricketer / Reveller (uncredited)  Cricketer / Reveller (uncredited)  See fewer,Members only,1,Britannia Hospital (1982)
Montagu Howard Guard (uncredited)  Guard (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Clay Hunter Egyptian Warrior (uncredited)  Egyptian Warrior (uncredited)  See fewer,Members only,1,Star Wars: Episode IV - A New Hope (1977)
Harry Hynes Parisian Man (uncredited)  Parisian Man (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Peter Johnson Egyptian Warrior (uncredited)  Egyptian Warrior (uncredited)  See fewer,Members only,1,Kill Me Tomorrow (1957)
Terence Jones Soldier Outside with Tito (uncredited)  Soldier Outside with Tito (uncredited)  See fewer,Members only,1,Honey Lane (1967)
Yanos Jurchi Parisian in Rue des Fosses St. Germain (uncredited)  Parisian in Rue des Fosses St. Germain (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Ralph Katterns Parisian in Rue des Fosses St. Germain (uncredited)  Parisian in Rue des Fosses St. Germain (uncredited)  See fewer,Members only,1,Pride and Prejudice (1967)
Juba Kennerley Old Man (uncredited)  Old Man (uncredited)  See fewer,Members only,1,The Meaning of Life (1983)
Leonard Kingston Militiaman (uncredited)  Militiaman (uncredited)  See fewer,Members only,1,Look and Read (1967)
Steve Kirby Pirate / Villager at Inn (uncredited)  Pirate / Villager at Inn (uncredited)  See fewer,Members only,1,The Body Stealers (1969)
Susan Lane Parisian Woman (uncredited)  Parisian Woman (uncredited)  See fewer,Members only,1,Call Boy (1957)
Elaine Laniado Parisian Woman (uncredited)  Parisian Woman (uncredited)  See fewer,Members only,1,Z Cars (1962)
John Lawrence Parisian Man (uncredited)  Parisian Man (uncredited)  See fewer,Members only,1,The Big Pull (1962)
Michael Lawrence Egyptian Warrior (uncredited)  Egyptian Warrior (uncredited)  See fewer,Members only,1,Two Girls for a Madman (1968)
Garry Leeman Inferno Customer (uncredited)  Inferno Customer (uncredited)  See fewer,Members only,1,Strange Affection (1957)
Alan Lesley Militiaman (uncredited)  Militiaman (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Frances Machin Child (uncredited)  Child (uncredited)  See fewer,Members only,1,R3 (1964)
Ray Marioni Egyptian Warrior (uncredited)  Egyptian Warrior (uncredited)  See fewer,Members only,1,Department S (1969)
Allan Matthews Militiaman (uncredited)  Militiaman (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Pat McDermott Reveller (uncredited)  Reveller (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Charles Mitchell Militiaman (uncredited)  Militiaman (uncredited)  See fewer,Members only,1,Journey to the Center of the Earth (2008)
Harry Mitchell Parisian Man (uncredited)  Parisian Man (uncredited)  See fewer,Members only,1,Z Cars (1962)
Joanna Nelson Parisian Woman (uncredited)  Parisian Woman (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Christopher Newman Militiaman (uncredited)  Militiaman (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Charles O'Rourke Tavern Customer (uncredited)  Tavern Customer (uncredited)  See fewer,Members only,1,Z Cars (1962)
David Olive Parisian Man (uncredited)  Parisian Man (uncredited)  See fewer,Members only,1,Police Patrol (1965)
Ricki Patterson Parisian in Rue des Fosses St. Germain (uncredited)  Parisian in Rue des Fosses St. Germain (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Robert Pitt Extra (uncredited)  Extra (uncredited)  See fewer,Members only,1,Ramar of the Jungle (1952)
John Raven Savage (uncredited)  Savage (uncredited)  See fewer,Members only,1,Rancho Notorious (1952)
Bill E. Raynor Militiaman (uncredited)  Militiaman (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Stephen Rich Extra (uncredited)  Extra (uncredited)  See fewer,Members only,1,A Mask for Alexis (1959)
Jenny Robbins Colonist with baby (uncredited)  Colonist with baby (uncredited)  See fewer,Members only,1,Dempsey and Makepeace (1985)
Roland Robinson Militiaman (uncredited)  Militiaman (uncredited)  See fewer,Members only,1,Inkunzi (1976)
Tony Rohr Colonist with baby (uncredited)  Colonist with baby (uncredited)  See fewer,Members only,1,Leap Year (2010)
David Ronowski Tavern Customer (uncredited)  Tavern Customer (uncredited)  See fewer,Members only,1,Adam Adamant Lives! (1966)
Lew Russell Egyptian Slave (uncredited)  Egyptian Slave (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Keith Sanderson Egyptian Warrior (uncredited)  Egyptian Warrior (uncredited)  See fewer,Members only,1,Doctor Who (1963)
David Sharat Egyptian Warrior (uncredited)  Egyptian Warrior (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Valerie Shelton Inferno Customer (uncredited)  Inferno Customer (uncredited)  See fewer,Members only,1,The Bullet Machine (1970)
Tina Simmons Inferno Customer (uncredited)  Inferno Customer (uncredited)  See fewer,Members only,1,RED 2 (2013)
Daniel Sinclair Militiaman (uncredited)  Militiaman (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Paul Sinclair Egyptian Warrior (uncredited)  Egyptian Warrior (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Mrs. S. Singh Journalist (uncredited)  Journalist (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Ernest Smith Parisian Man (uncredited)  Parisian Man (uncredited)  See fewer,Members only,1,Doctor Who (1963)
F.W. Stoker Militiaman (uncredited)  Militiaman (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Fred Taylor Parisian Man (uncredited)  Parisian Man (uncredited)  See fewer,Members only,1,Terror from the Year 5000 (1958)
John Terrell Parisian Man (uncredited)  Parisian Man (uncredited)  See fewer,Members only,1,Doctor Who (1963)
William Thomas Militiaman (uncredited)  Militiaman (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Alan Walling Egyptian Warrior (uncredited)  Egyptian Warrior (uncredited)  See fewer,Members only,1,Doctor Who (1963)
May Warden Old Sara (uncredited)  Old Sara (uncredited)  See fewer,Members only,1,Dinner for One (1963)
Christine Wass Elder (uncredited)  Elder (uncredited)  See fewer,Members only,1,Doctor Who (1963)
John Weavers Militiaman (uncredited)  Militiaman (uncredited)  See fewer,Members only,1,Jumbo Spencer (1976)
Bill Weston Stunt Militiaman (uncredited)  Stunt Militiaman (uncredited)  See fewer,Members only,1,Harry Potter and the Deathly Hallows: Part 2 (2011)
Lionel Wheeler Elder (uncredited)  Elder (uncredited)  See fewer,Members only,1,The Avengers (1961)
George Wilder Kennedy (uncredited)  Kennedy (uncredited)  See fewer,Members only,1,Theatre 625 (1964)
Mike Britton Technician (uncredited)  Technician (uncredited)  See fewer,Members only,1,Bizarre (1970)
Sandy Duke Passenger (uncredited)  Passenger (uncredited)  See fewer,Members only,1,The Benny Hill Show (1955)
Frankie Dunn Technician (uncredited)  Technician (uncredited)  See fewer,Members only,1,"The £1,000,000 Bank Note (1968)"
Stan Hogan Control Room Operator (uncredited)  Control Room Operator (uncredited)  See fewer,Members only,1,Doctor Who (1963)
James Holbrook Technician (uncredited)  Technician (uncredited)  See fewer,Members only,1,Till Death Us Do Part (1965)
Jimmy Mack Priest (uncredited)  Priest (uncredited)  See fewer,Members only,1,Doctor Who (1963)
K.R. Morgan Extra (uncredited)  Extra (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Leslie Pitt Citizen (uncredited)  Citizen (uncredited)  See fewer,Members only,1,The Avengers (1961)
Donald Sinclair Technician (uncredited)  Technician (uncredited)  See fewer,Members only,1,Outlander (2014)
Peter Adams Soldier (uncredited)  Soldier (uncredited)  See fewer,Members only,1,Play for Today (1970)
Eric Bird Guard (uncredited)  Guard (uncredited)  See fewer,Members only,1,Merry-Go-Round (1963)
Denis Blacombe Guard (uncredited)  Guard (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Paul Blomley Guard with Benik (uncredited)  Guard with Benik (uncredited)  See fewer,Members only,1,The Avengers (1961)
Drew Borland Guard (uncredited)  Guard (uncredited)  See fewer,Members only,1,Parallels (1980)
Maurice Brooks Col. Lethbridge-Stewart (uncredited)  Col. Lethbridge-Stewart (uncredited)  See fewer,Members only,1,Counterstrike (1969)
Tony Franks Guard (uncredited)  Guard (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Ken Gibson Wheel Crewmember (uncredited)  Wheel Crewmember (uncredited)  See fewer,Members only,1,His Favourite Family (1968)
David Hacquet Soldier (uncredited)  Soldier (uncredited)  See fewer,Members only,1,Doctor Who (1963)
James Jordan Soldier (uncredited)  Soldier (uncredited)  See fewer,Members only,1,Z Cars (1962)
Charles Mylne Guard (uncredited)  Guard (uncredited)  See fewer,Members only,1,No Hiding Place (1959)
Bert Simms Dead Newspaper seller (uncredited)  Dead Newspaper seller (uncredited)  See fewer,Members only,1,Room in the House (1955)
John Taylor Wheel Crewmember (uncredited)  Wheel Crewmember (uncredited)  See fewer,Members only,1,ITV Play of the Week (1955)
John Tucker Dead Balan (uncredited)  Dead Balan (uncredited)  See fewer,Members only,1,Rob Roy (1961)
Colin West Test Dummy (uncredited)  Test Dummy (uncredited)  See fewer,Members only,1,The Girl on a Motorcycle (1968)
Chris Archilles Mexican Bandit (uncredited)  Mexican Bandit (uncredited)  See fewer,Members only,1,The Organization (1971)
Louis Berkman Alien Student / German / Roman Soldiers (uncredited)  Alien Student / German / Roman Soldiers (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Ray Carnell Roman Soldier (uncredited)  Roman Soldier (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Bud Castleman Alien Guard / Union Recruit (uncredited)  Alien Guard / Union Recruit (uncredited)  See fewer,Members only,1,Snake Dancer (1976)
Roger Charles British Soldier (uncredited)  British Soldier (uncredited)  See fewer,Members only,1,The Mating Machine (1970)
Alf Cossir Alien Technician / Union Recruit (uncredited)  Alien Technician / Union Recruit (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Alf Coster Space Guard (uncredited)  Space Guard (uncredited)  See fewer,Members only,1,Law & Order (1978)
Derek Crick Alien Technician (uncredited)  Alien Technician (uncredited)  See fewer,Members only,1,Doctor Who (1963)
George Curtis Firing Squad Member (uncredited)  Firing Squad Member (uncredited)  See fewer,Members only,1,Dixon of Dock Green (1955)
Raymond Farrell Roman Soldier (uncredited)  Roman Soldier (uncredited)  See fewer,Members only,1,Ryan International (1970)
Lee Fenton Alien Technician / Union Recruit (uncredited)  Alien Technician / Union Recruit (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Roger Graham Resistance Man (uncredited)  Resistance Man (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Arthur Howell Confederate Horseman (uncredited)  Confederate Horseman (uncredited)  See fewer,Members only,1,Robin Hood: Prince of Thieves (1991)
George Howse Alien Student / German / Roman Soldiers (uncredited)  Alien Student / German / Roman Soldiers (uncredited)  See fewer,Members only,1,Read All About It! (1979)
Roger Howton Roman Soldier (uncredited)  Roman Soldier (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Alex Hughes Prison Sentry (uncredited)  Prison Sentry (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Tony Hutchins Space Guard (uncredited)  Space Guard (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Peter Kaukus Foot Soldier (uncredited)  Foot Soldier (uncredited)  See fewer,Members only,1,Doomwatch (1970)
Richard King Alien Technician (uncredited)  Alien Technician (uncredited)  See fewer,Members only,1,Whiskey Flats (2009)
Paul Kirby Pirate (uncredited)  Pirate (uncredited)  See fewer,Members only,1,Mr. Aitch (1967)
Phil Lundgren Alien Student / German / Roman Soldiers (uncredited)  Alien Student / German / Roman Soldiers (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Crawford Lyall Roman Solider (uncredited)  Roman Solider (uncredited)  See fewer,Members only,1,Dr. Finlay's Casebook (1962)
Ian Munro Alien Technician / Union Recruit (uncredited)  Alien Technician / Union Recruit (uncredited)  See fewer,Members only,1,An Englishman's Castle (1978)
Bryan Nolan 1862 Confederate Soldier (uncredited)  1862 Confederate Soldier (uncredited)  See fewer,Members only,1,Thirty-Minute Theatre (1965)
Johnny Scripps Foot Soldier (uncredited)  Foot Soldier (uncredited)  See fewer,Members only,1,St. Ives (1967)
Stan Simmons Resistance Man (uncredited)  Resistance Man (uncredited)  See fewer,Members only,1,Kidnapped (1963)
Raoul Skinner Alien Guard (uncredited)  Alien Guard (uncredited)  See fewer,Members only,1,Public Eye (1965)
Paul St. Clair Alien Technician / Union Recruit (uncredited)  Alien Technician / Union Recruit (uncredited)  See fewer,Members only,1,Doctor Who (1963)
William Strange Alien Guard (uncredited)  Alien Guard (uncredited)  See fewer,Members only,1,Billy Bunter of Greyfriars School (1952)
